Sequence,CH1,CH2,Bfield
96,9.68,-1.8,0.0005807999999999999
97,10.0,-2.4,0.0006
98,9.68,-1.8,0.0005807999999999999
99,10.0,-2.4,0.0006
100,10.0,-1.8,0.0006
101,-0.16,-5.2,-9.6e-06
102,-0.16,-7.0,-9.6e-06
103,0.16,-32.0,9.6e-06
104,0.16,-17.0,9.6e-06
105,-0.08,-8.0,-4.8e-06
106,-0.08,-8.2,-4.8e-06
107,0.16,-4.4,9.6e-06
108,0.16,-4.8,9.6e-06
109,-0.08,-2.6,-4.8e-06
110,0.16,-3.2,9.6e-06
111,0.0,-2.0,0.0
112,0.24,-2.4,1.4399999999999998e-05
113,-0.08,-1.6,-4.8e-06
114,0.24,-2.2,1.4399999999999998e-05
115,0.0,-1.4,0.0
116,0.0,-2.0,0.0
117,0.24,-1.2,1.4399999999999998e-05
118,0.24,-2.0,1.4399999999999998e-05
119,0.0,-1.2,0.0
120,0.24,-1.2,1.4399999999999998e-05
121,0.08,-1.8,4.8e-06
122,0.08,-1.8,4.8e-06
123,0.32,-1.2,1.92e-05
124,0.32,-1.8,1.92e-05
125,0.08,-1.2,4.8e-06
126,0.08,-1.6,4.8e-06
127,0.32,-1.2,1.92e-05
128,0.32,-1.8,1.92e-05
129,0.08,-1.0,4.8e-06
130,0.32,-1.8,1.92e-05
131,0.16,-1.0,9.6e-06
132,0.16,-1.6,9.6e-06
133,0.4,-1.2,2.3999999999999997e-05
134,0.4,-1.8,2.3999999999999997e-05
135,0.16,-1.0,9.6e-06
136,0.4,-1.8,2.3999999999999997e-05
137,0.16,-1.2,9.6e-06
138,0.4,-1.4,2.3999999999999997e-05
139,0.16,-1.8,9.6e-06
140,0.4,-1.2,2.3999999999999997e-05
141,0.24,-1.8,1.4399999999999998e-05
142,0.24,-1.8,1.4399999999999998e-05
143,0.48,-1.0,2.8799999999999995e-05
144,0.24,-1.2,1.4399999999999998e-05
145,0.56,-1.8,3.36e-05
146,0.24,-1.8,1.4399999999999998e-05
147,0.56,-1.2,3.36e-05
148,0.56,-1.2,3.36e-05
149,0.24,-1.8,1.4399999999999998e-05
150,0.32,-1.0,1.92e-05
151,0.64,-2.0,3.84e-05
152,0.32,-1.4,1.92e-05
153,0.64,-2.0,3.84e-05
154,0.4,-1.2,2.3999999999999997e-05
155,0.64,-2.0,3.84e-05
156,0.64,-1.2,3.84e-05
157,0.32,-2.0,1.92e-05
158,0.64,-2.0,3.84e-05
159,0.4,-1.2,2.3999999999999997e-05
160,0.64,-1.8,3.84e-05
161,0.48,-1.2,2.8799999999999995e-05
162,0.48,-1.2,2.8799999999999995e-05
163,0.72,-1.8,4.319999999999999e-05
164,0.72,-1.2,4.319999999999999e-05
165,0.48,-2.0,2.8799999999999995e-05
166,0.72,-1.8,4.319999999999999e-05
167,0.48,-1.2,2.8799999999999995e-05
168,0.72,-1.4,4.319999999999999e-05
169,0.48,-2.0,2.8799999999999995e-05
170,0.56,-1.2,3.36e-05
171,0.8,-2.0,4.7999999999999994e-05
172,0.8,-1.2,4.7999999999999994e-05
173,0.56,-2.0,3.36e-05
174,0.56,-2.0,3.36e-05
175,0.8,-1.2,4.7999999999999994e-05
176,0.56,-1.2,3.36e-05
177,0.8,-2.0,4.7999999999999994e-05
178,0.8,-1.4,4.7999999999999994e-05
179,0.56,-2.0,3.36e-05
180,0.64,-2.0,3.84e-05
181,0.88,-1.2,5.2799999999999996e-05
182,0.64,-2.0,3.84e-05
183,0.88,-1.4,5.2799999999999996e-05
184,0.64,-1.2,3.84e-05
185,0.88,-2.0,5.2799999999999996e-05
186,0.64,-1.2,3.84e-05
187,0.88,-2.0,5.2799999999999996e-05
188,0.64,-1.4,3.84e-05
189,0.88,-2.0,5.2799999999999996e-05
190,0.72,-2.0,4.319999999999999e-05
191,0.96,-1.4,5.759999999999999e-05
192,0.72,-2.0,4.319999999999999e-05
193,0.96,-1.2,5.759999999999999e-05
194,0.72,-2.0,4.319999999999999e-05
195,0.96,-1.2,5.759999999999999e-05
196,0.96,-2.0,5.759999999999999e-05
197,0.72,-1.2,4.319999999999999e-05
198,0.96,-2.0,5.759999999999999e-05
199,0.72,-1.2,4.319999999999999e-05
200,0.8,-2.0,4.7999999999999994e-05
201,1.04,-1.2,6.24e-05
202,0.8,-1.2,4.7999999999999994e-05
203,1.04,-2.0,6.24e-05
204,1.04,-1.4,6.24e-05
205,0.8,-2.0,4.7999999999999994e-05
206,1.04,-1.2,6.24e-05
207,0.8,-2.0,4.7999999999999994e-05
208,1.04,-1.4,6.24e-05
209,0.8,-2.2,4.7999999999999994e-05
210,0.88,-2.0,5.2799999999999996e-05
211,1.12,-1.2,6.72e-05
212,0.88,-2.2,5.2799999999999996e-05
213,1.12,-1.4,6.72e-05
214,0.88,-1.6,5.2799999999999996e-05
215,1.12,-2.2,6.72e-05
216,0.88,-1.6,5.2799999999999996e-05
217,1.2,-2.2,7.199999999999999e-05
218,1.12,-1.6,6.72e-05
219,0.88,-2.2,5.2799999999999996e-05
220,1.28,-1.6,7.68e-05
221,0.96,-2.2,5.759999999999999e-05
222,0.96,-1.8,5.759999999999999e-05
223,1.28,-2.4,7.68e-05
224,0.96,-1.8,5.759999999999999e-05
225,1.28,-2.4,7.68e-05
226,1.28,-1.8,7.68e-05
227,1.04,-2.6,6.24e-05
228,1.04,-2.6,6.24e-05
229,1.28,-2.0,7.68e-05
230,1.12,-2.2,6.72e-05
231,1.28,-2.8,7.68e-05
232,1.12,-2.4,6.72e-05
233,1.36,-3.2,8.16e-05
234,1.12,-2.6,6.72e-05
235,1.36,-3.6,8.16e-05
236,1.12,-3.2,6.72e-05
237,1.36,-4.4,8.16e-05
238,1.36,-4.0,8.16e-05
239,1.2,-5.8,7.199999999999999e-05
240,1.36,-5.4,8.16e-05
241,1.2,-9.2,7.199999999999999e-05
242,1.2,-8.6,7.199999999999999e-05
243,1.44,-14.4,8.639999999999999e-05
244,1.2,-14.6,7.199999999999999e-05
245,1.44,-24.6,8.639999999999999e-05
246,1.2,-24.6,7.199999999999999e-05
247,1.44,-26.6,8.639999999999999e-05
248,1.44,-25.4,8.639999999999999e-05
249,1.2,-17.2,7.199999999999999e-05
250,1.2,-17.4,7.199999999999999e-05
251,1.44,-11.2,8.639999999999999e-05
252,1.52,-11.2,9.12e-05
253,1.2,-8.0,7.199999999999999e-05
254,1.28,-8.4,7.68e-05
255,1.52,-5.8,9.12e-05
256,1.52,-6.4,9.12e-05
257,1.28,-4.6,7.68e-05
258,1.52,-4.8,9.12e-05
259,1.28,-3.8,7.68e-05
260,1.36,-4.2,8.16e-05
261,1.6,-3.0,9.599999999999999e-05
262,1.36,-3.6,8.16e-05
263,1.6,-2.6,9.599999999999999e-05
264,1.6,-3.2,9.599999999999999e-05
265,1.36,-2.4,8.16e-05
266,1.6,-3.0,9.599999999999999e-05
267,1.36,-2.2,8.16e-05
268,1.6,-2.8,9.599999999999999e-05
269,1.36,-2.0,8.16e-05
270,1.44,-2.6,8.639999999999999e-05
271,1.68,-2.0,0.00010079999999999998
272,1.44,-2.6,8.639999999999999e-05
273,1.68,-2.0,0.00010079999999999998
274,1.44,-2.4,8.639999999999999e-05
275,1.68,-1.8,0.00010079999999999998
276,1.68,-2.4,0.00010079999999999998
277,1.44,-1.8,8.639999999999999e-05
278,1.68,-1.8,0.00010079999999999998
279,1.44,-2.4,8.639999999999999e-05
280,1.68,-2.4,0.00010079999999999998
281,1.52,-1.8,9.12e-05
282,1.52,-2.4,9.12e-05
283,1.76,-1.8,0.00010559999999999999
284,1.76,-2.4,0.00010559999999999999
285,1.52,-1.8,9.12e-05
286,1.76,-1.8,0.00010559999999999999
287,1.52,-2.4,9.12e-05
288,1.76,-2.4,0.00010559999999999999
289,1.6,-1.8,9.599999999999999e-05
290,1.6,-1.8,9.599999999999999e-05
291,1.84,-2.4,0.0001104
292,1.6,-2.4,9.599999999999999e-05
293,1.92,-1.8,0.00011519999999999998
294,1.6,-2.0,9.599999999999999e-05
295,1.84,-2.6,0.0001104
296,1.6,-2.0,9.599999999999999e-05
297,1.92,-2.8,0.00011519999999999998
298,1.92,-2.2,0.00011519999999999998
299,1.68,-3.0,0.00010079999999999998
300,1.68,-2.4,0.00010079999999999998
301,2.0,-3.4,0.00011999999999999999
302,1.68,-2.8,0.00010079999999999998
303,2.0,-4.0,0.00011999999999999999
304,2.0,-3.8,0.00011999999999999999
305,1.76,-6.0,0.00010559999999999999
306,1.76,-5.8,0.00010559999999999999
307,2.0,-9.8,0.00011999999999999999
308,2.0,-9.8,0.00011999999999999999
309,1.76,-13.2,0.00010559999999999999
310,1.84,-13.4,0.0001104
311,2.08,-10.6,0.0001248
312,1.84,-11.0,0.0001104
313,2.08,-7.0,0.0001248
314,2.08,-7.4,0.0001248
315,1.84,-4.8,0.0001104
316,2.08,-5.0,0.0001248
317,1.84,-3.6,0.0001104
318,2.08,-4.0,0.0001248
319,1.84,-2.6,0.0001104
320,1.92,-3.2,0.00011519999999999998
321,2.16,-2.4,0.0001296
322,1.92,-2.8,0.00011519999999999998
323,2.16,-2.2,0.0001296
324,1.92,-2.0,0.00011519999999999998
325,2.16,-2.8,0.0001296
326,2.16,-2.6,0.0001296
327,1.92,-1.8,0.00011519999999999998
328,2.16,-1.8,0.0001296
329,2.0,-2.4,0.00011999999999999999
330,2.16,-1.8,0.0001296
331,2.0,-2.4,0.00011999999999999999
332,2.0,-2.4,0.00011999999999999999
333,2.24,-1.8,0.0001344
334,2.0,-1.8,0.00011999999999999999
335,2.24,-2.4,0.0001344
336,2.0,-1.6,0.00011999999999999999
337,2.24,-2.2,0.0001344
338,2.08,-1.6,0.0001248
339,2.32,-2.4,0.00013919999999999997
340,2.08,-1.8,0.0001248
341,2.32,-2.2,0.00013919999999999997
342,2.08,-2.2,0.0001248
343,2.32,-1.6,0.00013919999999999997
344,2.08,-1.6,0.0001248
345,2.32,-2.4,0.00013919999999999997
346,2.32,-1.6,0.00013919999999999997
347,2.08,-2.4,0.0001248
348,2.08,-1.8,0.0001248
349,2.4,-2.4,0.00014399999999999998
350,2.16,-1.8,0.0001296
351,2.4,-2.2,0.00014399999999999998
352,2.16,-1.8,0.0001296
353,2.4,-2.4,0.00014399999999999998
354,2.4,-1.8,0.00014399999999999998
355,2.16,-2.4,0.0001296
356,2.16,-1.8,0.0001296
357,2.4,-2.4,0.00014399999999999998
358,2.24,-1.8,0.0001344
359,2.48,-2.4,0.00014879999999999998
360,2.24,-1.8,0.0001344
361,2.48,-2.4,0.00014879999999999998
362,2.24,-1.8,0.0001344
363,2.48,-2.4,0.00014879999999999998
364,2.48,-1.8,0.00014879999999999998
365,2.24,-2.4,0.0001344
366,2.48,-1.8,0.00014879999999999998
367,2.24,-2.4,0.0001344
368,2.48,-1.8,0.00014879999999999998
369,2.4,-2.6,0.00014399999999999998
370,2.32,-1.8,0.00013919999999999997
371,2.64,-2.6,0.0001584
372,2.32,-2.0,0.00013919999999999997
373,2.64,-2.6,0.0001584
374,2.32,-2.6,0.00013919999999999997
375,2.64,-2.0,0.0001584
376,2.32,-2.6,0.00013919999999999997
377,2.64,-2.0,0.0001584
378,2.64,-2.6,0.0001584
379,2.4,-2.0,0.00014399999999999998
380,2.48,-2.0,0.00014879999999999998
381,2.72,-2.8,0.0001632
382,2.48,-2.2,0.00014879999999999998
383,2.72,-2.8,0.0001632
384,2.48,-2.8,0.00014879999999999998
385,2.72,-2.2,0.0001632
386,2.72,-2.2,0.0001632
387,2.48,-3.0,0.00014879999999999998
388,2.72,-3.0,0.0001632
389,2.56,-2.4,0.0001536
390,2.56,-2.4,0.0001536
391,2.8,-3.2,0.000168
392,2.56,-3.2,0.0001536
393,2.8,-2.6,0.000168
394,2.56,-2.6,0.0001536
395,2.8,-3.4,0.000168
396,2.56,-2.8,0.0001536
397,2.8,-3.6,0.000168
398,2.64,-3.6,0.0001584
399,2.88,-3.0,0.00017279999999999997
400,2.88,-3.2,0.00017279999999999997
401,2.64,-4.2,0.0001584
402,2.64,-3.6,0.0001584
403,2.88,-4.4,0.00017279999999999997
404,2.64,-3.8,0.0001584
405,2.88,-4.6,0.00017279999999999997
406,2.88,-4.0,0.00017279999999999997
407,2.64,-5.0,0.0001584
408,2.64,-4.6,0.0001584
409,2.96,-5.2,0.00017759999999999998
410,2.72,-4.8,0.0001632
411,2.96,-6.2,0.00017759999999999998
412,2.72,-5.6,0.0001632
413,2.96,-6.6,0.00017759999999999998
414,2.96,-6.2,0.00017759999999999998
415,2.72,-7.4,0.0001632
416,2.72,-7.0,0.0001632
417,2.96,-8.8,0.00017759999999999998
418,2.72,-8.4,0.0001632
419,3.04,-9.6,0.0001824
420,2.8,-9.4,0.000168
421,3.04,-11.8,0.0001824
422,3.04,-11.4,0.0001824
423,2.8,-13.6,0.000168
424,3.04,-13.6,0.0001824
425,2.8,-17.0,0.000168
426,3.04,-16.6,0.0001824
427,2.8,-21.0,0.000168
428,2.88,-21.0,0.00017279999999999997
429,3.12,-24.6,0.0001872
430,3.12,-24.2,0.0001872
431,2.88,-30.2,0.00017279999999999997
432,3.12,-29.8,0.0001872
433,2.88,-33.6,0.00017279999999999997
434,2.88,-33.0,0.00017279999999999997
435,3.12,-35.0,0.0001872
436,2.88,-35.0,0.00017279999999999997
437,3.12,-34.2,0.0001872
438,3.12,-34.4,0.0001872
439,2.96,-31.2,0.00017759999999999998
440,2.96,-31.4,0.00017759999999999998
441,3.28,-27.0,0.00019679999999999996
442,3.28,-27.0,0.00019679999999999996
443,2.96,-23.2,0.00017759999999999998
444,2.96,-23.6,0.00017759999999999998
445,3.28,-19.0,0.00019679999999999996
446,2.96,-19.6,0.00017759999999999998
447,3.36,-16.4,0.00020159999999999997
448,3.04,-16.4,0.0001824
449,3.36,-13.4,0.00020159999999999997
450,3.12,-14.0,0.0001872
451,3.36,-11.4,0.00020159999999999997
452,3.36,-11.8,0.00020159999999999997
453,3.04,-10.0,0.0001824
454,3.36,-10.2,0.00020159999999999997
455,3.04,-8.4,0.0001824
456,3.12,-8.8,0.0001872
457,3.36,-7.6,0.00020159999999999997
458,3.2,-8.2,0.00019199999999999998
459,3.44,-6.6,0.00020639999999999998
460,3.2,-7.0,0.00019199999999999998
461,3.44,-6.0,0.00020639999999999998
462,3.2,-6.4,0.00019199999999999998
463,3.44,-5.6,0.00020639999999999998
464,3.2,-6.0,0.00019199999999999998
465,3.44,-5.0,0.00020639999999999998
466,3.2,-5.4,0.00019199999999999998
467,3.52,-4.6,0.00021119999999999998
468,3.28,-5.2,0.00019679999999999996
469,3.52,-4.2,0.00021119999999999998
470,3.28,-4.8,0.00019679999999999996
471,3.52,-4.0,0.00021119999999999998
472,3.52,-4.6,0.00021119999999999998
473,3.28,-3.8,0.00019679999999999996
474,3.28,-4.4,0.00019679999999999996
475,3.52,-3.6,0.00021119999999999998
476,3.28,-4.0,0.00019679999999999996
477,3.6,-3.4,0.000216
478,3.36,-3.2,0.00020159999999999997
479,3.6,-4.0,0.000216
480,3.36,-3.6,0.00020159999999999997
481,3.6,-3.0,0.000216
482,3.6,-3.6,0.000216
483,3.36,-3.0,0.00020159999999999997
484,3.36,-2.8,0.00020159999999999997
485,3.6,-3.4,0.000216
486,3.36,-3.4,0.00020159999999999997
487,3.6,-2.6,0.000216
488,3.44,-3.2,0.00020639999999999998
489,3.68,-2.6,0.0002208
490,3.44,-3.2,0.00020639999999999998
491,3.68,-2.6,0.0002208
492,3.68,-3.0,0.0002208
493,3.36,-2.4,0.00020159999999999997
494,3.44,-3.0,0.00020639999999999998
495,3.68,-2.4,0.0002208
496,3.68,-3.0,0.0002208
497,3.52,-2.4,0.00021119999999999998
498,3.52,-2.4,0.00021119999999999998
499,3.76,-3.0,0.00022559999999999998
500,3.52,-3.0,0.00021119999999999998
501,3.76,-2.2,0.00022559999999999998
502,3.76,-2.8,0.00022559999999999998
503,3.52,-2.2,0.00021119999999999998
504,3.52,-2.2,0.00021119999999999998
505,3.76,-2.8,0.00022559999999999998
506,3.76,-2.8,0.00022559999999999998
507,3.52,-2.2,0.00021119999999999998
508,3.84,-2.2,0.00023039999999999996
509,3.52,-2.8,0.00021119999999999998
510,3.84,-2.8,0.00023039999999999996
511,3.6,-2.0,0.000216
512,3.84,-2.6,0.00023039999999999996
513,3.6,-2.0,0.000216
514,3.6,-2.6,0.000216
515,3.84,-2.0,0.00023039999999999996
516,3.6,-2.6,0.000216
517,3.92,-2.0,0.0002352
518,3.68,-2.0,0.0002208
519,3.92,-2.6,0.0002352
520,3.68,-2.0,0.0002208
521,4.0,-2.6,0.00023999999999999998
522,3.68,-2.0,0.0002208
523,4.0,-2.6,0.00023999999999999998
524,3.68,-2.0,0.0002208
525,4.0,-2.6,0.00023999999999999998
526,4.0,-2.0,0.00023999999999999998
527,3.76,-2.6,0.00022559999999999998
528,4.08,-2.0,0.0002448
529,3.84,-2.6,0.00023039999999999996
530,3.84,-2.0,0.00023039999999999996
531,4.08,-2.6,0.0002448
532,4.08,-2.6,0.0002448
533,3.84,-2.0,0.00023039999999999996
534,3.76,-2.0,0.00022559999999999998
535,4.08,-2.6,0.0002448
536,3.92,-2.0,0.0002352
537,4.16,-2.6,0.0002496
538,3.92,-2.6,0.0002352
539,4.16,-2.0,0.0002496
540,3.92,-2.6,0.0002352
541,4.16,-2.0,0.0002496
542,4.16,-2.0,0.0002496
543,3.92,-2.6,0.0002352
544,3.92,-2.0,0.0002352
545,4.16,-2.8,0.0002496
546,4.16,-2.8,0.0002496
547,3.92,-2.2,0.0002352
548,4.24,-2.2,0.0002544
549,4.0,-2.8,0.00023999999999999998
550,4.0,-2.4,0.00023999999999999998
551,4.24,-3.2,0.0002544
552,4.24,-2.6,0.0002544
553,4.0,-3.6,0.00023999999999999998
554,4.0,-3.0,0.00023999999999999998
555,4.24,-4.4,0.0002544
556,4.24,-4.0,0.0002544
557,4.0,-6.4,0.00023999999999999998
558,4.08,-6.2,0.0002448
559,4.32,-9.8,0.0002592
560,4.32,-10.2,0.0002592
561,4.08,-13.6,0.0002448
562,4.32,-13.6,0.0002592
563,4.08,-10.6,0.0002448
564,4.08,-10.6,0.0002448
565,4.32,-7.0,0.0002592
566,4.16,-7.2,0.0002496
567,4.4,-5.0,0.000264
568,4.4,-5.2,0.000264
569,4.16,-3.8,0.0002496
570,4.4,-4.2,0.000264
571,4.16,-3.2,0.0002496
572,4.16,-3.6,0.0002496
573,4.4,-2.6,0.000264
574,4.4,-3.2,0.000264
575,4.16,-2.4,0.0002496
576,4.16,-3.0,0.0002496
577,4.48,-2.2,0.0002688
578,4.24,-2.2,0.0002544
579,4.48,-2.8,0.0002688
580,4.48,-2.8,0.0002688
581,4.24,-2.2,0.0002544
582,4.24,-2.6,0.0002544
583,4.48,-2.0,0.0002688
584,4.24,-2.6,0.0002544
585,4.48,-2.0,0.0002688
586,4.24,-2.6,0.0002544
587,4.56,-2.0,0.0002736
588,4.24,-2.0,0.0002544
589,4.64,-2.6,0.00027839999999999994
590,4.56,-2.0,0.0002736
591,4.32,-2.6,0.0002592
592,4.64,-2.6,0.00027839999999999994
593,4.32,-2.0,0.0002592
594,4.32,-2.0,0.0002592
595,4.64,-2.6,0.00027839999999999994
596,4.4,-2.6,0.000264
597,4.72,-2.0,0.00028319999999999994
598,4.4,-2.2,0.000264
599,4.72,-2.8,0.00028319999999999994
600,4.72,-2.2,0.00028319999999999994
601,4.4,-2.8,0.000264
602,4.72,-2.8,0.00028319999999999994
603,4.4,-2.2,0.000264
604,4.4,-2.2,0.000264
605,4.8,-3.0,0.00028799999999999995
606,4.48,-3.0,0.0002688
607,4.72,-2.4,0.00028319999999999994
608,4.8,-2.6,0.00028799999999999995
609,4.48,-3.4,0.0002688
610,4.8,-2.8,0.00028799999999999995
611,4.56,-3.6,0.0002736
612,4.8,-3.0,0.00028799999999999995
613,4.48,-4.2,0.0002688
614,4.56,-3.6,0.0002736
615,4.8,-5.0,0.00028799999999999995
616,4.56,-4.6,0.0002736
617,4.88,-6.4,0.00029279999999999996
618,4.64,-6.0,0.00027839999999999994
619,4.88,-9.2,0.00029279999999999996
620,4.64,-8.6,0.00027839999999999994
621,4.88,-16.2,0.00029279999999999996
622,4.88,-16.4,0.00029279999999999996
623,4.56,-24.2,0.0002736
624,4.64,-27.0,0.00027839999999999994
625,4.96,-24.4,0.00029759999999999997
626,4.96,-24.4,0.00029759999999999997
627,4.64,-16.8,0.00027839999999999994
628,4.72,-16.4,0.00028319999999999994
629,4.96,-11.4,0.00029759999999999997
630,4.72,-11.4,0.00028319999999999994
631,4.96,-8.0,0.00029759999999999997
632,4.96,-8.4,0.00029759999999999997
633,4.72,-6.0,0.00028319999999999994
634,4.72,-6.2,0.00028319999999999994
635,4.96,-4.6,0.00029759999999999997
636,4.72,-5.0,0.00028319999999999994
637,5.04,-3.8,0.0003024
638,5.04,-4.2,0.0003024
639,4.8,-3.2,0.00028799999999999995
640,5.04,-3.6,0.0003024
641,4.8,-2.8,0.00028799999999999995
642,4.8,-3.2,0.00028799999999999995
643,5.04,-2.6,0.0003024
644,4.8,-3.0,0.00028799999999999995
645,5.12,-2.4,0.0003072
646,5.12,-2.8,0.0003072
647,4.8,-2.2,0.00028799999999999995
648,4.88,-2.8,0.00029279999999999996
649,5.12,-2.0,0.0003072
650,5.12,-2.0,0.0003072
651,4.88,-2.6,0.00029279999999999996
652,4.88,-2.6,0.00029279999999999996
653,5.12,-2.0,0.0003072
654,4.88,-2.0,0.00029279999999999996
655,5.12,-2.6,0.0003072
656,4.88,-2.4,0.00029279999999999996
657,5.2,-1.8,0.000312
658,4.96,-2.4,0.00029759999999999997
659,5.2,-1.8,0.000312
660,5.2,-1.8,0.000312
661,4.96,-2.4,0.00029759999999999997
662,4.96,-1.8,0.00029759999999999997
663,5.2,-2.4,0.000312
664,4.96,-1.8,0.00029759999999999997
665,5.28,-2.4,0.0003168
666,4.96,-1.8,0.00029759999999999997
667,5.36,-2.4,0.0003216
668,5.04,-2.4,0.0003024
669,5.36,-1.6,0.0003216
670,5.36,-1.8,0.0003216
671,5.04,-2.2,0.0003024
672,5.04,-1.6,0.0003024
673,5.44,-2.4,0.0003264
674,5.04,-2.4,0.0003024
675,5.36,-1.6,0.0003216
676,5.12,-2.2,0.0003072
677,5.44,-1.6,0.0003264
678,5.12,-2.2,0.0003072
679,5.44,-1.6,0.0003264
680,5.44,-2.2,0.0003264
681,5.12,-1.6,0.0003072
682,5.44,-2.2,0.0003264
683,5.12,-1.6,0.0003072
684,5.12,-2.2,0.0003072
685,5.44,-1.6,0.0003264
686,5.2,-2.2,0.000312
687,5.52,-1.6,0.0003311999999999999
688,5.28,-1.6,0.0003168
689,5.52,-2.2,0.0003311999999999999
690,5.52,-2.2,0.0003311999999999999
691,5.28,-1.6,0.0003168
692,5.28,-2.2,0.0003168
693,5.52,-1.6,0.0003311999999999999
694,5.28,-2.2,0.0003168
695,5.6,-1.6,0.000336
696,5.6,-1.6,0.000336
697,5.28,-2.2,0.0003168
698,5.6,-1.6,0.000336
699,5.36,-2.2,0.0003216
700,5.6,-1.6,0.000336
701,5.36,-2.2,0.0003216
702,5.36,-2.2,0.0003216
703,5.6,-1.6,0.000336
704,5.36,-2.2,0.0003216
705,5.68,-1.6,0.00034079999999999994
706,5.36,-1.6,0.0003216
707,5.68,-2.2,0.00034079999999999994
708,5.68,-1.6,0.00034079999999999994
709,5.44,-2.2,0.0003264
710,5.68,-1.6,0.00034079999999999994
711,5.44,-2.2,0.0003264
712,5.44,-2.2,0.0003264
713,5.68,-1.6,0.00034079999999999994
714,5.44,-1.6,0.0003264
715,5.76,-2.2,0.00034559999999999994
716,5.76,-2.2,0.00034559999999999994
717,5.44,-1.6,0.0003264
718,5.76,-1.6,0.00034559999999999994
719,5.52,-2.2,0.0003311999999999999
720,5.52,-1.6,0.0003311999999999999
721,5.76,-2.2,0.00034559999999999994
722,5.52,-1.6,0.0003311999999999999
723,5.84,-2.2,0.00035039999999999995
724,5.52,-1.6,0.0003311999999999999
