Sequence,CH1,CH2,voltage,Bfield,CH2norm,time
1105,0.676,0.1,207.6,0.0003910139636363637,0.7183098591549311,5.525
1106,0.662,0.101,207.6,0.0003901739636363637,0.8591549295774665,5.53
1107,0.676,0.1,207.6,0.0003910139636363637,0.7183098591549311,5.535
1108,0.676,0.1,207.6,0.0003910139636363637,0.7183098591549311,5.54
1109,0.664,0.1,207.6,0.0003902939636363637,0.7183098591549311,5.545
1110,0.666,0.101,207.6,0.0003904139636363637,0.8591549295774665,5.55
1111,0.676,0.1,207.6,0.0003910139636363637,0.7183098591549311,5.555
1112,0.67,0.1,207.6,0.00039065396363636366,0.7183098591549311,5.5600000000000005
1113,0.664,0.1,207.6,0.0003902939636363637,0.7183098591549311,5.565
1114,0.676,0.101,207.6,0.0003910139636363637,0.8591549295774665,5.57
1115,0.666,0.1,207.6,0.0003904139636363637,0.7183098591549311,5.575
1116,0.664,0.101,207.6,0.0003902939636363637,0.8591549295774665,5.58
1117,0.676,0.1,207.6,0.0003910139636363637,0.7183098591549311,5.585
1118,0.674,0.1,207.6,0.00039089396363636364,0.7183098591549311,5.59
1119,0.664,0.101,207.6,0.0003902939636363637,0.8591549295774665,5.595
1120,0.672,0.101,207.6,0.00039077396363636365,0.8591549295774665,5.6000000000000005
1121,0.676,0.1,207.6,0.0003910139636363637,0.7183098591549311,5.605
1122,0.666,0.0998,207.6,0.0003904139636363637,0.6901408450704232,5.61
1123,0.678,0.101,207.6,0.0003911339636363637,0.8591549295774665,5.615
1124,0.678,0.101,207.6,0.0003911339636363637,0.8591549295774665,5.62
1125,0.666,0.1,207.6,0.0003904139636363637,0.7183098591549311,5.625
1126,0.666,0.1,207.6,0.0003904139636363637,0.7183098591549311,5.63
1127,0.678,0.1,207.6,0.0003911339636363637,0.7183098591549311,5.635
1128,0.676,0.0999,207.6,0.0003910139636363637,0.7042253521126771,5.64
1129,0.664,0.1,207.6,0.0003902939636363637,0.7183098591549311,5.6450000000000005
1130,0.678,0.1,207.6,0.0003911339636363637,0.7183098591549311,5.65
1131,0.67,0.101,207.6,0.00039065396363636366,0.8591549295774665,5.655
1132,0.666,0.1,207.6,0.0003904139636363637,0.7183098591549311,5.66
1133,0.676,0.101,207.6,0.0003910139636363637,0.8591549295774665,5.665
1134,0.678,0.1,207.6,0.0003911339636363637,0.7183098591549311,5.67
1135,0.666,0.101,207.6,0.0003904139636363637,0.8591549295774665,5.675
1136,0.67,0.0998,207.6,0.00039065396363636366,0.6901408450704232,5.68
1137,0.68,0.1,207.6,0.0003912539636363637,0.7183098591549311,5.6850000000000005
1138,0.676,0.101,207.6,0.0003910139636363637,0.8591549295774665,5.69
1139,0.668,0.1,207.6,0.00039053396363636367,0.7183098591549311,5.695
1140,0.674,0.1,207.6,0.00039089396363636364,0.7183098591549311,5.7
1141,0.68,0.1,207.6,0.0003912539636363637,0.7183098591549311,5.705
1142,0.666,0.101,207.6,0.0003904139636363637,0.8591549295774665,5.71
1143,0.676,0.0999,207.6,0.0003910139636363637,0.7042253521126771,5.715
1144,0.682,0.101,207.6,0.00039137396363636367,0.8591549295774665,5.72
1145,0.672,0.1,207.6,0.00039077396363636365,0.7183098591549311,5.7250000000000005
1146,0.666,0.1,207.6,0.0003904139636363637,0.7183098591549311,5.73
1147,0.682,0.101,207.6,0.00039137396363636367,0.8591549295774665,5.735
1148,0.684,0.0998,207.6,0.00039149396363636366,0.6901408450704232,5.74
1149,0.672,0.101,207.6,0.00039077396363636365,0.8591549295774665,5.745
1150,0.54,0.101,207.6,0.0003828539636363637,0.8591549295774665,5.75
1151,0.528,0.1,207.6,0.0003821339636363637,0.7183098591549311,5.755
1152,0.528,0.101,207.6,0.0003821339636363637,0.8591549295774665,5.76
1153,0.54,0.1,207.6,0.0003828539636363637,0.7183098591549311,5.765
1154,0.524,0.101,207.6,0.00038189396363636364,0.8591549295774665,5.7700000000000005
1155,0.534,0.101,207.6,0.00038249396363636366,0.8591549295774665,5.775
1156,0.528,0.101,207.6,0.0003821339636363637,0.8591549295774665,5.78
1157,0.54,0.101,207.6,0.0003828539636363637,0.8591549295774665,5.785
1158,0.54,0.101,207.6,0.0003828539636363637,0.8591549295774665,5.79
1159,0.53,0.101,207.6,0.00038225396363636367,0.8591549295774665,5.795
1160,0.53,0.101,207.6,0.00038225396363636367,0.8591549295774665,5.8
1161,0.54,0.101,207.6,0.0003828539636363637,0.8591549295774665,5.805
1162,0.528,0.101,207.6,0.0003821339636363637,0.8591549295774665,5.8100000000000005
1163,0.544,0.101,207.6,0.00038309396363636367,0.8591549295774665,5.815
1164,0.54,0.101,207.6,0.0003828539636363637,0.8591549295774665,5.82
1165,0.528,0.101,207.6,0.0003821339636363637,0.8591549295774665,5.825
1166,0.528,0.101,207.6,0.0003821339636363637,0.8591549295774665,5.83
1167,0.542,0.101,207.6,0.0003829739636363637,0.8591549295774665,5.835
1168,0.54,0.101,207.6,0.0003828539636363637,0.8591549295774665,5.84
1169,0.528,0.102,207.6,0.0003821339636363637,1.0,5.845
1170,0.544,0.101,207.6,0.00038309396363636367,0.8591549295774665,5.8500000000000005
1171,0.53,0.102,207.6,0.00038225396363636367,1.0,5.855
1172,0.53,0.101,207.6,0.00038225396363636367,0.8591549295774665,5.86
1173,0.544,0.102,207.6,0.00038309396363636367,1.0,5.865
1174,0.544,0.101,207.6,0.00038309396363636367,0.8591549295774665,5.87
1175,0.53,0.102,207.6,0.00038225396363636367,1.0,5.875
1176,0.544,0.101,207.6,0.00038309396363636367,0.8591549295774665,5.88
1177,0.53,0.101,207.6,0.00038225396363636367,0.8591549295774665,5.885
1178,0.53,0.101,207.6,0.00038225396363636367,0.8591549295774665,5.89
1179,0.542,0.101,207.6,0.0003829739636363637,0.8591549295774665,5.8950000000000005
1180,0.544,0.101,207.6,0.00038309396363636367,0.8591549295774665,5.9
1181,0.53,0.102,207.6,0.00038225396363636367,1.0,5.905
1182,0.534,0.101,207.6,0.00038249396363636366,0.8591549295774665,5.91
1183,0.546,0.101,207.6,0.00038321396363636366,0.8591549295774665,5.915
1184,0.546,0.101,207.6,0.00038321396363636366,0.8591549295774665,5.92
1185,0.532,0.101,207.6,0.00038237396363636366,0.8591549295774665,5.925
1186,0.532,0.101,207.6,0.00038237396363636366,0.8591549295774665,5.93
1187,0.544,0.102,207.6,0.00038309396363636367,1.0,5.9350000000000005
1188,0.538,0.102,207.6,0.00038273396363636364,1.0,5.94
1189,0.532,0.101,207.6,0.00038237396363636366,0.8591549295774665,5.945
1190,0.544,0.101,207.6,0.00038309396363636367,0.8591549295774665,5.95
1191,0.534,0.101,207.6,0.00038249396363636366,0.8591549295774665,5.955
1192,0.53,0.101,207.6,0.00038225396363636367,0.8591549295774665,5.96
1193,0.548,0.101,207.6,0.00038333396363636365,0.8591549295774665,5.965
1194,0.542,0.101,207.6,0.0003829739636363637,0.8591549295774665,5.97
1195,0.534,0.101,207.6,0.00038249396363636366,0.8591549295774665,5.9750000000000005
1196,0.548,0.101,207.6,0.00038333396363636365,0.8591549295774665,5.98
1197,0.532,0.101,207.6,0.00038237396363636366,0.8591549295774665,5.985
1198,0.534,0.101,207.6,0.00038249396363636366,0.8591549295774665,5.99
1199,0.542,0.102,207.6,0.0003829739636363637,1.0,5.995
